reltime,datetime,iSensor,ibi
429.486,2024/06/13 11:37:20.0059,5,908
429.685,2024/06/13 11:37:20.2049,3,892
429.732,2024/06/13 11:37:20.2519,5,908
429.979,2024/06/13 11:37:20.4989,5,908
430.224,2024/06/13 11:37:20.7439,5,908
430.47,2024/06/13 11:37:20.9899,5,908
430.671,2024/06/13 11:37:21.1909,3,972
430.717,2024/06/13 11:37:21.2369,5,908
430.963,2024/06/13 11:37:21.4829,5,908
431.21,2024/06/13 11:37:21.7299,5,908
431.456,2024/06/13 11:37:21.9759,5,908
431.655,2024/06/13 11:37:22.1749,3,1015
431.703,2024/06/13 11:37:22.2229,5,908
431.949,2024/06/13 11:37:22.4689,5,908
432.194,2024/06/13 11:37:22.7139,5,908
432.441,2024/06/13 11:37:22.9609,5,908
432.641,2024/06/13 11:37:23.1609,3,940
432.688,2024/06/13 11:37:23.2079,5,908
432.933,2024/06/13 11:37:23.4529,5,908
433.18,2024/06/13 11:37:23.6999,5,908
433.38,2024/06/13 11:37:23.8999,3,954
433.427,2024/06/13 11:37:23.9469,5,908
433.672,2024/06/13 11:37:24.1919,5,923
433.919,2024/06/13 11:37:24.4389,5,923
434.165,2024/06/13 11:37:24.6849,5,923
434.365,2024/06/13 11:37:24.8849,3,966
434.412,2024/06/13 11:37:24.9319,5,923
434.657,2024/06/13 11:37:25.1769,5,923
434.904,2024/06/13 11:37:25.4239,5,923
435.151,2024/06/13 11:37:25.6709,5,923
435.35,2024/06/13 11:37:25.8699,3,882
435.396,2024/06/13 11:37:25.9159,5,923
435.643,2024/06/13 11:37:26.1629,5,923
435.889,2024/06/13 11:37:26.4089,5,923
436.088,2024/06/13 11:37:26.6079,3,901
436.135,2024/06/13 11:37:26.6549,5,923
436.381,2024/06/13 11:37:26.9009,5,923
436.628,2024/06/13 11:37:27.1479,5,938
436.874,2024/06/13 11:37:27.3939,5,938
437.074,2024/06/13 11:37:27.5939,3,951
437.12,2024/06/13 11:37:27.6399,5,938
437.859,2024/06/13 11:37:28.3789,5,938
438.059,2024/06/13 11:37:28.5789,3,923
438.597,2024/06/13 11:37:29.1169,5,952
438.844,2024/06/13 11:37:29.3639,5,952
439.044,2024/06/13 11:37:29.5639,3,920
439.09,2024/06/13 11:37:29.6099,5,952
439.337,2024/06/13 11:37:29.8569,5,952
440.029,2024/06/13 11:37:30.5489,3,972
440.076,2024/06/13 11:37:30.5959,5,952
440.322,2024/06/13 11:37:30.8419,5,951
440.569,2024/06/13 11:37:31.0889,5,952
440.815,2024/06/13 11:37:31.3349,5,952
441.014,2024/06/13 11:37:31.5339,3,972
441.061,2024/06/13 11:37:31.5809,5,952
441.307,2024/06/13 11:37:31.8269,5,952
441.553,2024/06/13 11:37:32.0729,5,952
441.8,2024/06/13 11:37:32.3199,5,952
441.999,2024/06/13 11:37:32.5189,3,910
442.046,2024/06/13 11:37:32.5659,5,952
442.292,2024/06/13 11:37:32.8119,5,952
442.539,2024/06/13 11:37:33.0589,5,938
442.738,2024/06/13 11:37:33.2579,3,991
442.784,2024/06/13 11:37:33.3039,5,938
443.031,2024/06/13 11:37:33.5509,5,938
443.277,2024/06/13 11:37:33.7969,5,938
443.523,2024/06/13 11:37:34.0429,5,938
443.723,2024/06/13 11:37:34.2429,3,1012
443.77,2024/06/13 11:37:34.2899,5,938
444.016,2024/06/13 11:37:34.5359,5,938
444.263,2024/06/13 11:37:34.7829,5,938
444.508,2024/06/13 11:37:35.0279,5,938
444.708,2024/06/13 11:37:35.2279,3,903
444.755,2024/06/13 11:37:35.2749,5,938
445.001,2024/06/13 11:37:35.5209,5,938
445.247,2024/06/13 11:37:35.7669,5,938
445.493,2024/06/13 11:37:36.0129,5,938
445.693,2024/06/13 11:37:36.2129,3,921
445.74,2024/06/13 11:37:36.2599,5,938
445.987,2024/06/13 11:37:36.5069,5,938
446.232,2024/06/13 11:37:36.7519,5,938
446.432,2024/06/13 11:37:36.9519,3,935
446.479,2024/06/13 11:37:36.9989,5,938
446.725,2024/06/13 11:37:37.2449,5,938
446.972,2024/06/13 11:37:37.4919,5,938
447.217,2024/06/13 11:37:37.7369,5,938
447.418,2024/06/13 11:37:37.9379,3,885
447.956,2024/06/13 11:37:38.4759,5,952
448.156,2024/06/13 11:37:38.6759,3,849
448.203,2024/06/13 11:37:38.7229,5,952
448.449,2024/06/13 11:37:38.9689,5,952
448.695,2024/06/13 11:37:39.2149,5,952
448.942,2024/06/13 11:37:39.4619,5,952
449.141,2024/06/13 11:37:39.6609,3,896
449.188,2024/06/13 11:37:39.7079,5,952
449.434,2024/06/13 11:37:39.9539,5,952
450.126,2024/06/13 11:37:40.6459,3,921
450.173,2024/06/13 11:37:40.6929,5,952
450.419,2024/06/13 11:37:40.9389,5,952
450.665,2024/06/13 11:37:41.1849,5,952
450.912,2024/06/13 11:37:41.4319,5,952
451.111,2024/06/13 11:37:41.6309,3,858
451.158,2024/06/13 11:37:41.6779,5,952
451.404,2024/06/13 11:37:41.9239,5,952
451.65,2024/06/13 11:37:42.1699,5,952
451.85,2024/06/13 11:37:42.3699,3,930
451.897,2024/06/13 11:37:42.4169,5,952
452.143,2024/06/13 11:37:42.6629,5,952
452.39,2024/06/13 11:37:42.9099,5,952
452.635,2024/06/13 11:37:43.1549,5,938
452.836,2024/06/13 11:37:43.3559,3,957
452.882,2024/06/13 11:37:43.4019,5,938
453.129,2024/06/13 11:37:43.6489,5,938
453.374,2024/06/13 11:37:43.8939,5,938
453.62,2024/06/13 11:37:44.1399,5,938
453.821,2024/06/13 11:37:44.3409,3,888
453.867,2024/06/13 11:37:44.3869,5,938
454.559,2024/06/13 11:37:45.0789,3,899
454.606,2024/06/13 11:37:45.1259,5,923
454.852,2024/06/13 11:37:45.3719,5,923
455.098,2024/06/13 11:37:45.6179,5,923
455.345,2024/06/13 11:37:45.8649,5,923
455.544,2024/06/13 11:37:46.0639,3,948
455.591,2024/06/13 11:37:46.1109,5,923
455.837,2024/06/13 11:37:46.3569,5,923
456.084,2024/06/13 11:37:46.6039,5,923
456.33,2024/06/13 11:37:46.8499,5,923
456.529,2024/06/13 11:37:47.0489,3,916
456.576,2024/06/13 11:37:47.0959,5,908
456.822,2024/06/13 11:37:47.3419,5,908
457.069,2024/06/13 11:37:47.5889,5,907
457.268,2024/06/13 11:37:47.7879,3,861
457.315,2024/06/13 11:37:47.8349,5,908
457.561,2024/06/13 11:37:48.0809,5,908
457.807,2024/06/13 11:37:48.3269,5,908
458.054,2024/06/13 11:37:48.5739,5,908
458.254,2024/06/13 11:37:48.7739,3,915
458.3,2024/06/13 11:37:48.8199,5,908
458.547,2024/06/13 11:37:49.0669,5,908
458.792,2024/06/13 11:37:49.3119,5,908
458.992,2024/06/13 11:37:49.5119,3,919
459.039,2024/06/13 11:37:49.5589,5,908
459.285,2024/06/13 11:37:49.8049,5,908
459.532,2024/06/13 11:37:50.0519,5,908
459.777,2024/06/13 11:37:50.2969,5,908
459.977,2024/06/13 11:37:50.4969,3,835
460.024,2024/06/13 11:37:50.5439,5,908
460.27,2024/06/13 11:37:50.7899,5,908
460.516,2024/06/13 11:37:51.0359,5,923
460.716,2024/06/13 11:37:51.2359,3,860
460.762,2024/06/13 11:37:51.2819,5,923
461.009,2024/06/13 11:37:51.5289,5,923
461.256,2024/06/13 11:37:51.7759,5,923
461.502,2024/06/13 11:37:52.0219,5,923
461.748,2024/06/13 11:37:52.2679,5,923
461.947,2024/06/13 11:37:52.4669,3,896
461.994,2024/06/13 11:37:52.5139,5,923
462.24,2024/06/13 11:37:52.7599,5,923
462.486,2024/06/13 11:37:53.0059,5,923
462.686,2024/06/13 11:37:53.2059,3,858
462.733,2024/06/13 11:37:53.2529,5,923
462.98,2024/06/13 11:37:53.4999,5,923
463.671,2024/06/13 11:37:54.1909,3,919
463.964,2024/06/13 11:37:54.4839,5,923
464.21,2024/06/13 11:37:54.7299,5,923
464.457,2024/06/13 11:37:54.9769,5,923
464.656,2024/06/13 11:37:55.1759,3,979
464.704,2024/06/13 11:37:55.2239,5,908
464.95,2024/06/13 11:37:55.4699,5,908
465.196,2024/06/13 11:37:55.7159,5,908
465.442,2024/06/13 11:37:55.9619,5,908
465.642,2024/06/13 11:37:56.1619,3,932
465.689,2024/06/13 11:37:56.2089,5,908
465.935,2024/06/13 11:37:56.4549,5,908
466.181,2024/06/13 11:37:56.7009,5,908
466.627,2024/06/13 11:37:57.1469,3,1013
466.919,2024/06/13 11:37:57.4389,5,908
467.166,2024/06/13 11:37:57.6859,5,908
467.412,2024/06/13 11:37:57.9319,5,908
467.611,2024/06/13 11:37:58.1309,3,1028
467.658,2024/06/13 11:37:58.1779,5,908
467.905,2024/06/13 11:37:58.4249,5,908
468.597,2024/06/13 11:37:59.1169,3,965
469.137,2024/06/13 11:37:59.6569,5,908
469.581,2024/06/13 11:38:00.1009,3,1012
469.876,2024/06/13 11:38:00.3959,5,908
470.567,2024/06/13 11:38:01.0869,3,1002
470.613,2024/06/13 11:38:01.1329,5,908
470.86,2024/06/13 11:38:01.3799,5,908
471.107,2024/06/13 11:38:01.6269,5,908
471.352,2024/06/13 11:38:01.8719,5,908
471.599,2024/06/13 11:38:02.1189,5,938
471.798,2024/06/13 11:38:02.3179,3,895
471.846,2024/06/13 11:38:02.3659,5,938
472.092,2024/06/13 11:38:02.6119,5,938
472.337,2024/06/13 11:38:02.8569,5,938
472.537,2024/06/13 11:38:03.0569,3,938
472.584,2024/06/13 11:38:03.1039,5,952
472.831,2024/06/13 11:38:03.3509,5,952
473.522,2024/06/13 11:38:04.0419,3,1018
473.569,2024/06/13 11:38:04.0889,5,952
473.816,2024/06/13 11:38:04.3359,5,952
474.062,2024/06/13 11:38:04.5819,5,951
474.308,2024/06/13 11:38:04.8279,5,952
474.507,2024/06/13 11:38:05.0269,3,1019
474.554,2024/06/13 11:38:05.0739,5,967
474.801,2024/06/13 11:38:05.3209,5,967
475.047,2024/06/13 11:38:05.5669,5,967
475.293,2024/06/13 11:38:05.8129,5,967
475.493,2024/06/13 11:38:06.0129,3,974
475.539,2024/06/13 11:38:06.0589,5,983
476.278,2024/06/13 11:38:06.7979,5,983
476.478,2024/06/13 11:38:06.9979,3,1026
476.524,2024/06/13 11:38:07.0439,5,1000
476.771,2024/06/13 11:38:07.2909,5,1000
476.97,2024/06/13 11:38:07.4899,3,1053
477.017,2024/06/13 11:38:07.5369,5,1000
477.263,2024/06/13 11:38:07.7829,5,1000
477.462,2024/06/13 11:38:07.9819,3,970
477.51,2024/06/13 11:38:08.0299,5,1000
477.756,2024/06/13 11:38:08.2759,5,1000
478.002,2024/06/13 11:38:08.5219,5,1000
478.248,2024/06/13 11:38:08.7679,5,1000
478.448,2024/06/13 11:38:08.9679,3,478
478.495,2024/06/13 11:38:09.0149,5,1000
479.236,2024/06/13 11:38:09.7559,5,1000
479.433,2024/06/13 11:38:09.9529,3,516
479.972,2024/06/13 11:38:10.4919,5,1000
480.218,2024/06/13 11:38:10.7379,5,1000
480.418,2024/06/13 11:38:10.9379,3,905
480.465,2024/06/13 11:38:10.9849,5,1000
480.711,2024/06/13 11:38:11.2309,5,1000
480.958,2024/06/13 11:38:11.4779,5,1000
481.204,2024/06/13 11:38:11.7239,5,1000
481.402,2024/06/13 11:38:11.9219,3,908
481.45,2024/06/13 11:38:11.9699,5,1000
481.696,2024/06/13 11:38:12.2159,5,1000
481.942,2024/06/13 11:38:12.4619,5,1000
482.188,2024/06/13 11:38:12.7079,5,1000
482.435,2024/06/13 11:38:12.9549,5,1000
482.634,2024/06/13 11:38:13.1539,3,1044
482.681,2024/06/13 11:38:13.2009,5,1000
482.928,2024/06/13 11:38:13.4479,5,1000
483.174,2024/06/13 11:38:13.6939,5,1000
483.42,2024/06/13 11:38:13.9399,5,1000
483.62,2024/06/13 11:38:14.1399,3,1050
483.666,2024/06/13 11:38:14.1859,5,1000
483.912,2024/06/13 11:38:14.4319,5,1000
484.159,2024/06/13 11:38:14.6789,5,1000
484.406,2024/06/13 11:38:14.9259,5,1000
484.605,2024/06/13 11:38:15.1249,3,1020
484.652,2024/06/13 11:38:15.1719,5,1000
484.898,2024/06/13 11:38:15.4179,5,1000
485.144,2024/06/13 11:38:15.6639,5,1000
485.343,2024/06/13 11:38:15.8629,3,1052
485.39,2024/06/13 11:38:15.9099,5,1000
485.636,2024/06/13 11:38:16.1559,5,1000
485.882,2024/06/13 11:38:16.4019,5,1000
486.129,2024/06/13 11:38:16.6489,5,1000
486.329,2024/06/13 11:38:16.8489,3,992
486.375,2024/06/13 11:38:16.8949,5,1000
486.622,2024/06/13 11:38:17.1419,5,1000
486.868,2024/06/13 11:38:17.3879,5,1000
487.114,2024/06/13 11:38:17.6339,5,1000
487.313,2024/06/13 11:38:17.8329,3,904
487.853,2024/06/13 11:38:18.3729,5,1000
488.052,2024/06/13 11:38:18.5719,3,946
488.099,2024/06/13 11:38:18.6189,5,1000
488.345,2024/06/13 11:38:18.8649,5,1000
488.592,2024/06/13 11:38:19.1119,5,1000
488.839,2024/06/13 11:38:19.3589,5,1000
489.037,2024/06/13 11:38:19.5569,3,937
489.084,2024/06/13 11:38:19.6039,5,1000
489.823,2024/06/13 11:38:20.3429,5,1000
490.022,2024/06/13 11:38:20.5419,3,857
490.07,2024/06/13 11:38:20.5899,5,999
490.316,2024/06/13 11:38:20.8359,5,1000
490.562,2024/06/13 11:38:21.0819,5,1000
490.809,2024/06/13 11:38:21.3289,5,1000
491.007,2024/06/13 11:38:21.5269,3,924
491.055,2024/06/13 11:38:21.5749,5,1000
491.793,2024/06/13 11:38:22.3129,5,1000
491.992,2024/06/13 11:38:22.5119,3,979
492.039,2024/06/13 11:38:22.5589,5,1000
492.286,2024/06/13 11:38:22.8059,5,1000
492.977,2024/06/13 11:38:23.4969,3,920
493.518,2024/06/13 11:38:24.0379,5,1000
493.764,2024/06/13 11:38:24.2839,5,1000
493.962,2024/06/13 11:38:24.4819,3,974
494.01,2024/06/13 11:38:24.5299,5,1000
494.256,2024/06/13 11:38:24.7759,5,1000
494.502,2024/06/13 11:38:25.0219,5,1000
494.702,2024/06/13 11:38:25.2219,3,961
495.241,2024/06/13 11:38:25.7609,5,1000
495.488,2024/06/13 11:38:26.0079,5,983
495.687,2024/06/13 11:38:26.2069,3,911
495.733,2024/06/13 11:38:26.2529,5,983
495.98,2024/06/13 11:38:26.4999,5,983
496.226,2024/06/13 11:38:26.7459,5,983
496.473,2024/06/13 11:38:26.9929,5,983
496.671,2024/06/13 11:38:27.1909,3,990
496.719,2024/06/13 11:38:27.2389,5,983
496.965,2024/06/13 11:38:27.4849,5,983
497.212,2024/06/13 11:38:27.7319,5,983
497.457,2024/06/13 11:38:27.9769,5,983
497.656,2024/06/13 11:38:28.1759,3,999
497.705,2024/06/13 11:38:28.2249,5,983
497.95,2024/06/13 11:38:28.4699,5,983
498.197,2024/06/13 11:38:28.7169,5,983
498.443,2024/06/13 11:38:28.9629,5,983
498.641,2024/06/13 11:38:29.1609,3,920
498.689,2024/06/13 11:38:29.2089,5,983
498.935,2024/06/13 11:38:29.4549,5,983
499.182,2024/06/13 11:38:29.7019,5,983
499.381,2024/06/13 11:38:29.9009,3,948
499.428,2024/06/13 11:38:29.9479,5,983
499.674,2024/06/13 11:38:30.1939,5,983
499.92,2024/06/13 11:38:30.4399,5,983
500.167,2024/06/13 11:38:30.6869,5,983
500.366,2024/06/13 11:38:30.8859,3,927
500.413,2024/06/13 11:38:30.9329,5,983
500.659,2024/06/13 11:38:31.1789,5,983
500.905,2024/06/13 11:38:31.4249,5,983
501.351,2024/06/13 11:38:31.8709,3,869
501.644,2024/06/13 11:38:32.1639,5,967
501.891,2024/06/13 11:38:32.4109,5,967
502.137,2024/06/13 11:38:32.6569,5,967
502.336,2024/06/13 11:38:32.8559,3,919
502.384,2024/06/13 11:38:32.9039,5,967
502.63,2024/06/13 11:38:33.1499,5,967
502.876,2024/06/13 11:38:33.3959,5,967
503.122,2024/06/13 11:38:33.6419,5,967
503.369,2024/06/13 11:38:33.8889,5,967
503.567,2024/06/13 11:38:34.0869,3,960
503.614,2024/06/13 11:38:34.1339,5,967
503.861,2024/06/13 11:38:34.3809,5,967
504.107,2024/06/13 11:38:34.6269,5,967
504.306,2024/06/13 11:38:34.8259,3,894
504.353,2024/06/13 11:38:34.8729,5,967
504.6,2024/06/13 11:38:35.1199,5,967
504.846,2024/06/13 11:38:35.3659,5,967
505.044,2024/06/13 11:38:35.5639,3,960
505.092,2024/06/13 11:38:35.6119,5,967
505.338,2024/06/13 11:38:35.8579,5,967
505.585,2024/06/13 11:38:36.1049,5,967
505.831,2024/06/13 11:38:36.3509,5,967
506.03,2024/06/13 11:38:36.5499,3,980
506.077,2024/06/13 11:38:36.5969,5,966
506.324,2024/06/13 11:38:36.8439,5,967
506.57,2024/06/13 11:38:37.0899,5,967
506.816,2024/06/13 11:38:37.3359,5,967
507.015,2024/06/13 11:38:37.5349,3,877
507.062,2024/06/13 11:38:37.5819,5,967
507.309,2024/06/13 11:38:37.8289,5,967
507.555,2024/06/13 11:38:38.0749,5,967
507.754,2024/06/13 11:38:38.2739,3,924
508.294,2024/06/13 11:38:38.8139,5,967
508.54,2024/06/13 11:38:39.0599,5,967
508.739,2024/06/13 11:38:39.2589,3,917
508.786,2024/06/13 11:38:39.3059,5,967
509.033,2024/06/13 11:38:39.5529,5,967
509.279,2024/06/13 11:38:39.7989,5,967
509.725,2024/06/13 11:38:40.2449,3,851
510.018,2024/06/13 11:38:40.5379,5,967
510.265,2024/06/13 11:38:40.7849,5,967
510.511,2024/06/13 11:38:41.0309,5,967
510.709,2024/06/13 11:38:41.2289,3,932
511.25,2024/06/13 11:38:41.7699,5,967
511.448,2024/06/13 11:38:41.9679,3,970
511.496,2024/06/13 11:38:42.0159,5,967
511.741,2024/06/13 11:38:42.2609,5,967
511.988,2024/06/13 11:38:42.5079,5,967
512.234,2024/06/13 11:38:42.7539,5,967
512.48,2024/06/13 11:38:42.9999,5,967
512.679,2024/06/13 11:38:43.1989,3,933
512.727,2024/06/13 11:38:43.2469,5,967
512.973,2024/06/13 11:38:43.4929,5,967
513.219,2024/06/13 11:38:43.7389,5,967
513.465,2024/06/13 11:38:43.9849,5,967
513.664,2024/06/13 11:38:44.1839,3,981
513.712,2024/06/13 11:38:44.2319,5,952
513.959,2024/06/13 11:38:44.4789,5,952
514.204,2024/06/13 11:38:44.7239,5,952
514.403,2024/06/13 11:38:44.9229,3,1020
514.45,2024/06/13 11:38:44.9699,5,952
514.697,2024/06/13 11:38:45.2169,5,952
514.943,2024/06/13 11:38:45.4629,5,952
515.189,2024/06/13 11:38:45.7089,5,952
515.438,2024/06/13 11:38:45.9579,5,952
515.683,2024/06/13 11:38:46.2029,5,952
515.88,2024/06/13 11:38:46.3999,3,946
515.928,2024/06/13 11:38:46.4479,5,952
516.175,2024/06/13 11:38:46.6949,5,952
516.373,2024/06/13 11:38:46.8929,3,1000
516.421,2024/06/13 11:38:46.9409,5,952
516.667,2024/06/13 11:38:47.1869,5,952
516.913,2024/06/13 11:38:47.4329,5,952
517.16,2024/06/13 11:38:47.6799,5,952
517.358,2024/06/13 11:38:47.8779,3,1005
517.406,2024/06/13 11:38:47.9259,5,952
517.652,2024/06/13 11:38:48.1719,5,952
517.899,2024/06/13 11:38:48.4189,5,952
518.145,2024/06/13 11:38:48.6649,5,952
518.344,2024/06/13 11:38:48.8639,3,910
518.391,2024/06/13 11:38:48.9109,5,952
518.637,2024/06/13 11:38:49.1569,5,952
518.884,2024/06/13 11:38:49.4039,5,952
519.13,2024/06/13 11:38:49.6499,5,952
519.328,2024/06/13 11:38:49.8479,3,969
519.377,2024/06/13 11:38:49.8969,5,952
519.622,2024/06/13 11:38:50.1419,5,952
519.869,2024/06/13 11:38:50.3889,5,952
520.314,2024/06/13 11:38:50.8339,3,1004
520.608,2024/06/13 11:38:51.1279,5,952
520.854,2024/06/13 11:38:51.3739,5,952
521.1,2024/06/13 11:38:51.6199,5,952
521.298,2024/06/13 11:38:51.8179,3,939
521.347,2024/06/13 11:38:51.8669,5,952
521.593,2024/06/13 11:38:52.1129,5,952
521.839,2024/06/13 11:38:52.3589,5,952
522.085,2024/06/13 11:38:52.6049,5,952
522.284,2024/06/13 11:38:52.8039,3,939
522.824,2024/06/13 11:38:53.3439,5,952
523.023,2024/06/13 11:38:53.5429,3,943
523.761,2024/06/13 11:38:54.2809,3,905
524.302,2024/06/13 11:38:54.8219,5,967
524.501,2024/06/13 11:38:55.0209,3,799
524.548,2024/06/13 11:38:55.0679,5,967
524.795,2024/06/13 11:38:55.3149,5,967
525.041,2024/06/13 11:38:55.5609,5,967
525.287,2024/06/13 11:38:55.8069,5,967
525.485,2024/06/13 11:38:56.0049,3,778
525.533,2024/06/13 11:38:56.0529,5,967
525.78,2024/06/13 11:38:56.2999,5,967
526.026,2024/06/13 11:38:56.5459,5,967
526.224,2024/06/13 11:38:56.7439,3,851
526.272,2024/06/13 11:38:56.7919,5,967
526.518,2024/06/13 11:38:57.0379,5,967
526.764,2024/06/13 11:38:57.2839,5,967
526.963,2024/06/13 11:38:57.4829,3,836
527.011,2024/06/13 11:38:57.5309,5,967
527.258,2024/06/13 11:38:57.7779,5,967
527.503,2024/06/13 11:38:58.0229,5,967
527.701,2024/06/13 11:38:58.2209,3,826
527.749,2024/06/13 11:38:58.2689,5,967
527.996,2024/06/13 11:38:58.5159,5,967
528.441,2024/06/13 11:38:58.9609,3,755
528.735,2024/06/13 11:38:59.2549,5,967
528.981,2024/06/13 11:38:59.5009,5,967
529.179,2024/06/13 11:38:59.6989,3,706
529.227,2024/06/13 11:38:59.7469,5,967
529.474,2024/06/13 11:38:59.9939,5,967
529.72,2024/06/13 11:39:00.2399,5,967
529.966,2024/06/13 11:39:00.4859,5,967
530.165,2024/06/13 11:39:00.6849,3,721
530.213,2024/06/13 11:39:00.7329,5,967
530.458,2024/06/13 11:39:00.9779,5,967
530.705,2024/06/13 11:39:01.2249,5,967
530.951,2024/06/13 11:39:01.4709,5,967
531.15,2024/06/13 11:39:01.6699,3,750
531.198,2024/06/13 11:39:01.7179,5,967
531.936,2024/06/13 11:39:02.4559,5,967
532.134,2024/06/13 11:39:02.6539,3,940
532.675,2024/06/13 11:39:03.1949,5,967
532.922,2024/06/13 11:39:03.4419,5,967
533.12,2024/06/13 11:39:03.6399,3,1036
533.167,2024/06/13 11:39:03.6869,5,967
533.413,2024/06/13 11:39:03.9329,5,967
533.66,2024/06/13 11:39:04.1799,5,967
533.859,2024/06/13 11:39:04.3789,3,1019
533.907,2024/06/13 11:39:04.4269,5,967
534.153,2024/06/13 11:39:04.6729,5,967
534.399,2024/06/13 11:39:04.9189,5,967
534.645,2024/06/13 11:39:05.1649,5,967
534.844,2024/06/13 11:39:05.3639,3,922
534.892,2024/06/13 11:39:05.4119,5,967
